Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoauxadjetivo,eu tô cansada,Sexta,Negra Li,Hip Hop; Black Music; Rap,"Acordo imaginando seu beijo. Seu cheiro e o peso do meu corpo em cima do teu. Às vezes, fico pensando no tempo. E tento entender onde foi que a gente se perdeu. Mas se meu peito te nega, ele não sossega. Não vê que sou cega por um beijo teu. Você não percebeu, é óbvio. Ainda não entendeu, I love you. . E se duvida do meu amor, então prove-o. Você não percebeu, é óbvio. Ainda não entendeu, I love you. E se duvida do meu amor, então prove-o. I love you. . Saudade da sua pegada, já tô apegada. Até agora, nada de uma chamada sua no meu cel. Essa madrugada foi tanta cantada. Mas não pega nada, ainda tá faltando a lua no meu céu. E quando eu tô cansada e penso em dar um basta. É só te encontrar, um olhar me basta. E nada mais me afasta de ti. Pois só você me faz sentir. . Como se todo dia fosse sexta e. A gente fica meio besta e aí. Dá aquela sensação de êxtase. E uma vontade de cantar. . Como se todo dia fosse sexta e. A gente fica meio besta e aí. Dá aquela sensação de êxtase. E uma vontade de cantar. . Acordo imaginando seu beijo. Seu cheiro e o peso do meu corpo em cima do teu. Às vezes, fico pensando no tempo. E tento entender onde foi que a gente se perdeu. Mas se meu peito te nega, ele não sossega. Não vê que sou cega por um beijo teu. Você não percebeu, é óbvio. Ainda não entendeu, I love you. . E se duvida do meu amor, então prove-o. Você não percebeu, é óbvio. Ainda não entendeu, I love you. E se duvida do meu amor, então prove-o. I love you. . Como se todo dia fosse sexta e. A gente fica meio besta e aí. Dá aquela sensação de êxtase. E uma vontade de cantar. . Como se todo dia fosse sexta e. A gente fica meio besta e aí. Dá aquela sensação de êxtase. E uma vontade de cantar",Emoção,Negativo
ficar_parecer_tornar,eu fique imune,Vida de Cão,5º Elemento,Black Music; Hip Hop; Rap,"Intro (Ney Soares). . Vivendo uma vida de cão. A cada dia uma lição. Somente amor no coração. É Jesus quem dá a direção. à seguir, à trilhar, e curtir o momento. Se unir, pra brilhar... é Ney Soares com o grupo 5º Elemento!. . . (Malcolm). Vida de cão dominação mistica cotidiana. O ganha pão alienação Holistica ou cartesiana. Faço junção e a combustão citrica no panorama. Meu rap então é explosão critica é minha trama. A fama não desejo desconheço seu segredo. aprendi a ter coragem para admitir que tenho medo. vejo o mal de Bonde desejo penso um monte. Almejo algo de longe positivista tipo Augusto Comte. De cabeça erguida (estamos) nessa comitiva (Vamo). Ache a saída (plano) salve a sua vida (mano). . É HORA DA GENTE ASSUMIR. É HORA DE DARMOS AS MÃOS. . De coração na missão Obscessão de pelotão. Com decisão na questão disposição na ambição. Ñão desistir, desanimar parar de tentar não dá. Só prosseguir almejar para conquistar e vá. Pra luta pra batalha o que te espera no mundão. Os trutas os canalhas que te atrasam na função. Guerra bruta pra gentalha ouvir ordem de patrão. Pagar multa ou cai na malha Isto é vida de cão. . . . (REFRÃO). . ETA VIDA ETA VIDA DE CÃO. Tristesa e solidão angustia só decepção. Tenha sempre compaixão, ao proximo estenda sua mão. ETA VIDA ETA VIDA DE Cão. na mesa tem um pão digno de adoração. Agradeça mano então cada dia uma lição. . . . . . (bull). Povo abatido. sonho interrompido. o mundo é movido a interesses. tô convencido. tô coagido por falsos enrustidos. não é jurassik park mas é um mundo perdido. ""Amigo não vai se entregar. Eu sei tá ruim de aguentar"". Mas tem que se virar assim, não hà tempo pra parar. porque nada é tão ruim, que não possa piorar. covardia traição, alegria compaixão. cada dia é uma lição que guia e me dá condição. dá proteção pra que da maldição eu fique imune. e com transpiração dá força pra que eu chegue ao cume. Reúne os verdadeiros se prepara pra campanha. vai na mãnha, faz façanha, nesse que rio que tem piranha. da vida a gente apanha, nos torna combatente. E após subir UMA montanha avisto VÁRIAS pela frente!. . . . . (REFRÃO). . ETA VIDA ETA VIDA DE Cão. Tristesa e solidão angustia só decepção. Tenha sempre compaixão, ao proximo estenda sua mão. ETA VIDA ETA VIDA DE Cão. na mesa tem um pão digno de adoração. Agradeça mano então cada dia uma lição",Neutro,Negativo
sujeitoauxadjetivo,eu estou numa boa,Vida certa,Natt Maat,Black Music; Hip Hop; Rap,"Vida certa, vida boa, parece até que o tempo voa. Mas tudo isso não me enjoa. só positividade eu estou numa boa. Eu estou curtindo e sendo o meu afim. eu só sei que eu penso mais em mim. Eu já decidi que continue assim. senti que nunca fez falta pra mim. Eu sei que não tem volta, foi o fim. Não tem mais essa eu não vou dizer sim. Sua companhia já foi boa. Agora ela é ruim. Agora ela é assim. É ruim e não é pra mim. É assim É ruim É o fim. Yeéé. . Eu tô pensando no meu eu. Pensando no que é meu. Você não me mereceu. Meu coração te esqueceu. Já foi tarde me perdeu. Nunca mais eu vou ser seu. Pra mim você morreu. E agora eu sou mais eu. . Eu tô pensando no meu eu. Pensando no que é meu. Você não me mereceu. Meu coração te esqueceu. Já foi tarde me perdeu. Nunca mais eu vou ser seu. Pra mim você morreu. E agora eu sou mais eu. . Pensando bem eu estou mais zen. amando o meu eu como mais ninguém. Curtindo minha vida do jeitinho que eu gosto. e você eu sei que não e eu até aposto. Pensando bem eu estou mais ativo. eu estou só a buscar pólo positivo. Eu sei que isso é muito pensativo. mas eu estou livre eu estou vivo. . Pensando bem eu estou mais zen. amando o meu eu como mais ninguém. Curtindo minha vida do jeitinho que eu gosto. e você eu sei que não eu até aposto. Pensando bem eu estou mais ativo. estou só a buscar polo positivo. Eu sei que isso é muito pensativo. mas eu estou livre eu estou vivo. . Eu tô pensando no meu eu. Pensando no que é meu. Você não me mereceu. Meu coração te esqueceu. Já foi tarde me perdeu. Nunca mais eu vou ser seu. Pra mim você morreu. Agora eu sou mais eu. . Pensando no meu eu. Pensando no que é meu. Você não me mereceu. Meu coração te esqueceu. Já foi tarde me perdeu. Nunca mais eu vou ser seu. Pra mim você morreu. E agora eu sou mais eu. Já era eu não quero mais, você nunca me satisfaz. Com você eu não tive paz, já era, eu, eu não volto atrás. Já era eu não quero mais, você não me satisfaz. Com você eu não tive paz, já era, eu, eu não volto atrás. Yeah!. Haha",Caráter,Positivo
ficar_parecer_tornar,eu estou ficando cansada,Meu Nêgo,Thievery Corporation,Trip-Hop; Chillout,"Ôh, meu nêgo. Me leva pra passear. Não me deixa o dia inteiro. Sozinha a trabalhar. . Eu estou ficando cansada. De viver sem teu amor. E já quase não sinto mais nada. Pois vivo sem o teu calor. . Qualquer dia você volta. Encontra a casa vazia. Não quero que a vida passe. Sem alegria. . Assim não dá. Assim não dá. Assim não dá não. . Assim não dá pra continuar do seu lado. Assim não dá. Assim não dá pra continuar do seu lado. Assim não dá. . Ôh, meu nêgo. Me leva pra passear. Não me deixa o dia inteiro. Sozinha a trabalhar. . Eu estou ficando cansada. De viver sem teu amor. E já quase não sinto mais nada. Pois vivo sem o teu calor. . Ôh, meu nêgo. Qualquer dia você volta. Encontra a casa vazia",Emoção,Negativo
sujeitoauxadjetivo,eu tô carente,Eu Sem Você / Um Ser Amor,Paula Fernandes,Sertanejo; Country; Pop,"Eu tô carente desse teu abraço. Desse teu amor que me deixa leve. Eu tô carente desses olhos negros. Desse teu sorriso branco feito neve. Eu tô carente desse olhar que mata. Dessa boca quente revirando tudo. Tô com saudade dessa cara linda. Me pedindo ""fica só mais um segundo"". . Tô feito mato, desejando a chuva. Madrugada fria, esperando o sol. Tô tão carente feito um prisioneiro. Vivo um pesadelo, beijo sem paixão. Tô com vontade de enfrentar o mundo. Ser pra sempre o guia do seu coração. Sou a metade de um amor que vibra. Numa poesia em forma de canção. . Sem você, sou caçador sem caça. Sem você, a solidão me abraça. Sem você, sou menos que a metade. Sou incapacidade de viver por mim. . Tô feito mato, desejando a chuva. Madrugada fria, esperando o sol. Tô tão carente feito um prisioneiro. Vivo um pesadelo, beijo sem paixão. Tô com vontade de enfrentar o mundo. Ser pra sempre o guia do seu coração. Sou a metade de um amor que vibra. Numa poesia em forma de canção. . Sem você, sou caçador sem caça. Sem você, a solidão me abraça. Sem você, sou menos que a metade. Sou incapacidade de viver por mim. . Sem você, sou caçador sem caça. Sem você, a solidão me abraça. Sem você, a solidão me abraça. . ***. . Amar alguém. É viajar pra terra onde ninguém vai. Amar simplesmente. . Você veio inteiro, veio como o dia. Livre como o vento numa tarde fria. Com o olhar brilhante, brilho de diamante. Um coração quente. . Feito um vendaval em mim. Varreu as nuvens da minha solidão. E eu. Me apaixonei perdidamente por você. Agora sou. Bem mais que sei. Um ser amor. . Amar alguém. É viajar pra terra onde ninguém vai. Amar alguém. É deixar fluir os sentimentos. Ser capaz de amar. Amar simplesmente. . Amar alguém. É viajar pra terra onde ninguém vai. Amar alguém. É deixar fluir os sentimentos. Ser capaz de amar",Emoção,Negativo
ficar_parecer_tornar,eu fique puta,Sem Saber Que Era Adeus (Part. Humberto e Ronaldo),Naiara Azevedo,Romântico; Country; Sertanejo,"Já vi que o seu tom de voz tá subindo. Daqui a pouco vira grito. E eu me conheço estopim curto. Agorinha eu termino. . Todo grande fim, vem de uma pequena briga. E toda saudade já foi uma treta mal resolvida. Vai que depois de me perder. Cê queira pedir desculpa e não consiga. . E vai que eu fique puto e saia com alguém. Que pro seu azar beije gostoso e transe bem. Vai que a sua pele não arrepie com o toque de ninguém. . E vai que eu fique puta e saia com alguém. Que pro seu azar beije gostoso e transe bem. Vai que a sua pele não arrepie com o toque de ninguém. . E pra que brigar? Vai que a gente só tem mais hoje pra amar. E quanta gente já deu um tchau sem saber que era adeus. Sem saber que era adeus",Sexual,Negativo
sujeitoauxadjetivo,eu não sou boba,Nome Dela é Rapariga (Part. Luene Carvalho),Naiara Azevedo,Romântico; Country; Sertanejo,"Meu nome não é osso pra ficar na sua boca. Morde essa língua pra falar da minha vida. Sei da sua fama, meu bem eu não sou boba. Você é uma quenga, sem vergonha e rapariga. . Eu até acabaria com a sua vida. Mais não precisa ""cê"" faz isso muito bem. Deve ser difícil rodar de mão em mão. Cada dia num colchão. E nunca ser amada por ninguém. . O nome dela é rapariga. O sobrenome é confusão. Aonde chega a recalcada faz intriga. Não tem vergonha, nem pudor, nem coração",Caráter,Negativo
sujeitoadjetivo,eu to livre,Com Você Não Valeu,Milton Nunes,Country; Romântico; Sertanejo,"Eu estava aqui o tempo todo. Em sua frente só você não viu. O teu olhar parece estar em outro. Não sente mais o que sentiu por mim. Tá tão estranha, tá tão mudada. Parece até que a gente nunca teve nada. Cheia de manhas, e de manias. A sua boca não vai mais beijar a minha. . Preciso de alguém que precise de mim. De uma história com começo e sem fim. Preciso de alguém que precise de mim. De uma história com começo e sem fim. . Com você não valeu, já me perdeu. Tá livre e solta pra voar. Eu to livre também, não quero ninguém. Que não queira me amar",Caráter,Positivo
sujeitoauxadjetivo,eu tô preparada,Desce Pro Play (PA PA PA),Anitta,Pop; Dance; Funk Carioca,"[Intro: MC Zaac]. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Pa pa pa pa pa pa (Gravou). Pa pa pa. . [Verso 1: MC Zaac]. Cheguei pra gente brincar. Então desce pro play, você vai gostar. No way, vamo apimentar. Quero ver descer até o pai cansar. Você quer pula-pula. Só vai ter uma regra. Se apegar não dura. O Zaac não se apega. Vou te deixar maluca. Já tô na mente dela. Se você tá no pique. O Zaac vai e te pega, ahn. . [Pré-Refrão: MC Zaac & Anitta]. Sim, vem cá jogar pra mim, vem cá jogar pra mim, vem gostosin. Sim, vem cá jogar pra mim, vem cá jogar pra mim. Sobe, desce, para, depois joga na minha cara e faz. . [Refrão: MC Zaac & MC Zaac & Anitta]. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Sobe, desce, para, depois joga na minha cara e faz. Pa pa pa pa pa pa (Ahn). Pa pa pa pa pa pa (Tá bom). Pa pa pa pa pa pa (Ahn, ahn, hey, hey). . [Verso 2: Anitta & MC Zaac]. Gostei, então vou ficar. Já apimentei, vou deixar queimar. Dancei, quer me ver brincar. E se eu descer, cê vai aguentar. Você quer pula-pula. Eu quero pega pega. Se apegar não dura. Anitta não se apega. Vou te deixar maluca. Já tô na mente dela. E se eu não paro, não paro. Que se parar já era. . [Ponte: Anitta]. Quer entrar na brincadeira, ahn. Vai perder a noite inteira, ahn. Com a próxima rodada. Vem que eu tô preparada. Quer entrar na brincadeira, ahn. Vai perder a noite inteira, ahn. Com a próxima rodada. Sobe, desce, para, depois joga na minha cara e faz. [Refrão: MC Zaac, Anitta & MC Zaac, Tyga]. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Pa pa pa pa pa pa. Sobe, desce, para, depois joga na minha cara e faz. Pa pa pa pa pa pa (Ahn). Pa pa pa pa pa pa (Tá bom). Pa pa pa pa pa pa (Yeah, yeah, yeah). Sobe, desce, para, depois joga na minha cara e faz. . [Verso 3: Tyga]. I'm a beast (Beast). Choppin' on the beat (Hah). Hoes in my sheets, I ain't gettin' no sleep (No, sheesh). On me (Hah). I'm who you wanna be (Yah). Bounce on the meat, I get girls by the fleek (Shit; wooh). Baby, touch those hoes. Not slow, strip pole. We get up though (Through) , drop low, fo' sure. Booty round, no (Go). I'ma dog, call the pound. Dog pound ho (Ho). Aight, just wanna see you go. . [Refrão: MC Zaac & Anitta, MC Zaac, Tyga]. Pa (Eh) pa (Ah) pa pa pa (Hah) pa. Pa pa pa (Go) pa pa pa. Pa pa pa pa pa pa. Sobe, desce, para, depois joga na minha cara e faz. Pa pa pa pa pa pa (Ahn). Pa pa pa pa pa pa (Tá bom). Pa pa pa pa pa pa. Sobe, desce, para, depois joga na minha cara e faz",Emoção,Positivo
sujeitoauxadjetivo,eu tô pronta,Gosto Assim (Part. Dubeat),Anitta,Pop; Dance; Funk Carioca,"Anitta. Hey, olhá lá. Cê parou para me chamar. Veio me cumprimentar, ok. Sem maria gasolina. Sou de outra adrenalina. Mas tô pronta para falar. Cheguei. . Dubeat. Camarote cheio. Elas só querem dinheiro. Tem poder no bolso. Anel de ouro no dedo. Querem ver aonde vou. E com quem tô. Pra dizer 'ó quem chegou'. Aonde passa, para o baile inteiro. . Calmo ao observar o salão. Ela dança como um vulcão. Na Batida mostra quem manda. No seu talento tira meu chão. Cê sabe que eu tenho mais. No seu cobertor te mostro. Que o que eu tenho te faz. Me querer para ser seu homem. . Anitta. Tipo mestre patrão. Elas querem um patrocínio. Meu estilo é mais largadão. Eu só pego pro meu domínio. Salto alto só na pressão. Eu tô pronta pro extermínio. Não preciso seguir padrão. Eu te trago pro meu caminho e. . Dubeat. Você é perfeita demais. Só por Deus, cê vem de onde?. Eu te notei dali de trás. tá sozinha ou com o seu bonde?. Me diz onde a gente vai. Que hoje eu te quero para mim. Desse jeitinho que cê faz. Por favor não dança assim. Meu bem. . Anitta. Chega bem devagarin. Eu gosto quando. Chega perto de mansin. Eu não falo que eu posso. É que eu realmente posso. Do meu jeito. Porquê eu gosto assim. . Dubeat. Trabalhada, ela é formosa. Caprichada, ela é gostosa. Tão cheirosa. Seu cheiro me faz tão bem. De vestido, perigosa. Dando show, é poderosa. Deixa as mina em choque. Não tem pra ninguém. . Anitta. Chega bem devagarin. Eu gosto quando. Chega perto de mansin. De ostentação não gosto. Não preciso, eu sei que posso. Eu te ganho do meu jeito assim. . Dubeat. Camarote cheio. Elas só querem dinheiro. Tem poder no bolso. Anel de ouro no dedo. Querem ver aonde vou. E com quem tô. Pra dizer 'ó quem chegou'. Aonde passa, para o baile inteiro. . Linda, chic. Paparazzi pira. Na balada brilha tipo fashion week. Flashs, clcks. Queen dos hits. Antes que eu me esqueça. Prazer, Dubeat. Seu ritmo é tão perfeito. Com os breque imponho respeito. Quero ter você só para mim. Voando de Sampa ao Rio de Janeiro. . Anitta. Chega bem devagarin. Eu gosto quando. Chega perto de mansin. Eu não falo que eu posso. É que eu realmente posso. Do meu jeito. Porquê eu gosto assim. . Dubeat. Camarote cheio. Elas só querem dinheiro. Tem poder no bolso. Anel de ouro no dedo. Querem ver aonde vou. E com quem tô. Pra dizer 'ó quem chegou'. Aonde passa, para o baile inteiro",Neutro,Positivo
ficar_parecer_tornar,eu fico louca,Modo Turbo,Anitta,Pop; Dance; Funk Carioca,Aposto contigo vai fazer o que eu quiser. Com essa turbulência tu não vai parar em pé. . Hoje eu fico louca. looping de beijar na boca. Vem comigo quem aguenta essa porra a noite toda. . Crazy crazy crazy. me levar pro canto pode. No meu love love. Hã hã hã. . Nem chamou. E eu já fui. Se dar bom. Vai dar ruim. Ce não vai esquecer. Vou botar. Pra foder. . Foguete do tipo Nasa saindo da atmosfera. Tem turbina nessa raba e agora niguém me pega. . Aperta o cinto modo turbo. Que a sentada é de outro mundo,Caráter,Negativo
sujeitoauxadjetivo,eu já tô cheia,No Meu Talento (Part. Mc Guimê),Anitta,Pop; Dance; Funk Carioca,"(Mc Guimê). Vai segurando, moleque. Anitta. Mc Guimê, wow. . (Anitta). Chega, fecha o closet na maldade. Que hoje eu vou pegar você. Hoje eu vou pegar você. Hoje eu vou pegar. . Vem, que eu já tô cheia de vontade. De fazer acontecer. Hoje eu vou te enlouquecer. Hoje eu vou te enlouquecer. . Vem, chega mais perto. Vai, fica à vontade. É que eu tô querendo a noite toda. . Não, não para agora. Vai, se movimenta. Vem, que eu não tô aqui à toa. . Pode vir que vai começar. Não tem mais jeito. E não adianta tentar. Já foi, tá feito. . Esse som é pra dominar. Teu pensamento. Vem que eu vou te hipnotizar. No meu talento. . Pode vir que vai começar. Não tem mais jeito. E não adianta tentar. Já foi, tá feito. . Esse som é pra dominar. Teu pensamento. Vem que eu vou te hipnotizar. No meu talento. . Chega, fecha o closet na maldade. Que hoje eu vou pegar você. Hoje eu vou pegar você. Hoje eu vou pegar. . Vem que eu já tô cheia de vontade. De fazer acontecer. Hoje eu vou te enlouquecer. Hoje eu vou te enlouquecer. . Vem, chega mais perto. Vai, fica à vontade. É que eu tô querendo a noite toda. . Não, não para agora. Vai, se movimenta. Vem que eu não tô aqui à toa. . (Mc Guimê). Que se exploda o resto perante a gente. O resto é resto, não é gente da gente. Aguardar mais um verso pra entrar na sua mente. . O clima fica quente quando você vem. Você me querendo, te quero também. São várias correntes e nota de 100. Ei, hahaha. . Não tem hora pra acabar, pois é só o começo. Então vem logo aqui me pegar, depois te agradeço. Desse jeito se eu conheço. Faz a eternidade em simples momentos. Gata, me cata, me trata, me mata. No seu talento. . (Anitta). Pode vir que vai começar. Não tem mais jeito. E não adianta tentar. Já foi, tá feito. . Esse som é pra dominar. Teu pensamento. Vem que eu vou te hipnotizar. No meu talento. . (Mc Guimê). Rj, Sp, Brasil. Vai segurando",Aparência,Neutro
sujeitoauxadjetivo,eu não sou feia,Ugly (Feia) (Portuguese Version),Anitta,Pop; Dance; Funk Carioca,"Nunca mais eu quero sentir isso outra vez. Nem mais uma vez. Nada é perfeito, tudo ao seu jeito agora eu entendo. E ninguém precisa sentir o que eu senti. Só pra descobrir. Que ser diferente só foi problema na minha mente. . Às vezes não tô bem. Mas sei, vai ficar bem. Você é assim também. Isso quer dizer. . Mesmo quando estou mal. Tenho que lembrar, não é real. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. Mesmo se ninguém me der valor. Eu vou ser feliz aonde for. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. . Já não me importa o que pensam de mim. Sou feliz assim. Seja o que quer ser, pra que se esconder? Só seja você. . Às vezes não tô bem. Mas sei, vai ficar bem. Você é assim também. Isso quer dizer. . Mesmo quando estou mal. Tenho que lembrar, não é real. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. Mesmo se ninguém me der valor. Eu vou ser feliz aonde for. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. . Feia, feia. Sei que não sou feia, feia. Sei que não sou feia, feia. Eu sou linda como sou. . Mesmo quando estou mal. Tenho que lembrar, não é real. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. Mesmo se ninguém me der valor. Eu vou ser feliz aonde for. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. . Feia, feia. Sei que não sou feia, feia. Sei que não sou feia, feia. Eu sou linda como sou",Aparência,Negativo
sujeitoauxadjetivo,eu sou linda,Ugly (Feia) (Portuguese Version),Anitta,Pop; Dance; Funk Carioca,"Nunca mais eu quero sentir isso outra vez. Nem mais uma vez. Nada é perfeito, tudo ao seu jeito agora eu entendo. E ninguém precisa sentir o que eu senti. Só pra descobrir. Que ser diferente só foi problema na minha mente. . Às vezes não tô bem. Mas sei, vai ficar bem. Você é assim também. Isso quer dizer. . Mesmo quando estou mal. Tenho que lembrar, não é real. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. Mesmo se ninguém me der valor. Eu vou ser feliz aonde for. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. . Já não me importa o que pensam de mim. Sou feliz assim. Seja o que quer ser, pra que se esconder? Só seja você. . Às vezes não tô bem. Mas sei, vai ficar bem. Você é assim também. Isso quer dizer. . Mesmo quando estou mal. Tenho que lembrar, não é real. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. Mesmo se ninguém me der valor. Eu vou ser feliz aonde for. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. . Feia, feia. Sei que não sou feia, feia. Sei que não sou feia, feia. Eu sou linda como sou. . Mesmo quando estou mal. Tenho que lembrar, não é real. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. Mesmo se ninguém me der valor. Eu vou ser feliz aonde for. Porque eu não sou feia, sei que não sou feia. Eu sou linda como sou. . Feia, feia. Sei que não sou feia, feia. Sei que não sou feia, feia. Eu sou linda como sou",Aparência,Positivo
sujeitoauxadjetivo,eu tô louca,"Vai Malandra (com Mc Zaac, Maejor feat. Tropkillaz, Dj Yuri)",Anitta,Pop; Dance; Funk Carioca,"Vai malandra an, an. E ta louca, tu brincando com o bumbum. An, an tutudum an, an. . Ta pedindo, an, an. Se prepara, vou dançar presta atenção. An, an tutudum an, an. . Cê aguenta an, an. Se eu te olhar. Descer, quicar até o chão. . Desce, rebola gostoso. Empina me olhando. Te pego de jeito. Só começar embrazando contigo. É taca, taca, taca, taca. . Desço, rebolo gostoso. Empino te olhando. Te pego de jeito. Se começar embrazando contigo. É. . Não vou mais parar. Cê vai aguentar. . Vai malandra. Show me somethin. Brazilian baby u know I want ya. Booty big sit a glass on it. . See my zipper put that a** on it. Hypnotized by the way you shake it. I can't lie I'm tryna see you naked. Anitta baby I'm tryna Spank it. I can give it to u can u take it. . Já tá louca, bebendo. Tão solta, envolvendo eu to vendo. Não Para não. . Vai malandra an, an. E ta louca, tu brincando com o bumbum. An, an tutudum an, an. . Vem malandra an, an. Eu tô louca, tô brincando com o bumbum. An. . Vai malandra. Turn around and put it down on me baby. . Vai malandra an, an. Eu tô louca, tô brincando com o bumbum. An, an baby. . Desce, rebola gostoso. Empina me olhando. Te pego de jeito. Só começar embrazando contigo. É taca, taca, taca, taca. . Desço, rebolo gostoso. Empino te olhando. Te pego de jeito. Se começar embrazando contigo. É. . Não vou mais parar. Cê vai aguentar. . Throw it back on me and Zaac. Make it clap yea I'm into that. Pullin trax yea I'm into that. From the back yea I'm into that. Big dog to the kitty cat. Young boss where the Millys at. In favela where it's litty at. And the whole Brazil is feelin that. . Já tá louca, bebendo. Tão solta, envolvendo eu to vendo. Não Para não. . Vai malandra an, an. E ta louca, tu brincando com o bumbum. An, an tutudum an, an. . Vai malandra an, an. Eu tô louca, tô brincando com o bumbum. An, an baby",Caráter,Negativo
sujeitoauxadjetivo,eu sou louca,Crazy,Madonna,Dance; Pop,"I spent all night waiting up. It's gon' be the last night I wait up for you. Spent a long time wakin' up. Used to think that I was not enough for you. . Now I see that I'm just way too much. You got your hands full, I'm misunderstood. Now I see that I'm who I can trust. And you got a lot of room, you tryna make good. . But if you think I've been foolish. And you only fool me once. I guess it's shame on you. Say now if you think I've been foolish. And you keep on tryna do it, baby. I'm 'a switch the plans on you. . 'Cause you're driving me crazy. You must think I'm crazy. Você me põe tão louca. Você pensa que eu sou louca. And I won't let you drive me cray-ay-ay-ay-zy. And I won't let you drive me crazy. Você não vai me por tão lo-o-o-ouca. Você não vai me por tão louca. . I bent my knees for you like a prayer. My God. Look at me now. Peel off my weakness layer after layer. Nothing left for me to keep 'round. . I'm a force and I'm untamed, babe. Can't go through this and stay the same, babe. I've seen a lot of stranger things, babe. And I'll never look at you the same. . But if you think I've been foolish. And you only fool me once. I guess it's shame on you. Say now if you think I've been foolish. And you keep on tryna do it, baby. I'm 'a switch the plans on you. . 'Cause you're driving me crazy. You must think I'm crazy. Você me põe tão louca. Você pensa que eu sou louca. And I won't let you drive me crazy-ay-ay-ay-ay-zy. And I won't let you drive me crazy. Você não vai me por tão lo-o-o-ouca. Você não vai me por tão louca. . Eu te amo. Mas não deixo você me destruir. . I put you on a pedestal but statues—they can fall. Felt so safe, I let you drive me straight into the wall. Paid the hell you dealt me. Thought you felt me. Was never good at games. Now I'll just forget your name. . But if you think I've been foolish. And you only fool me once. I guess it's shame on you. Say now if you think I've been foolish. And you keep on tryna do it, baby. I'm 'a switch the plans on you. . 'Cause you're driving me crazy. You must think I'm crazy. Você me põe tão louca. Você pensa que eu sou louca. And I won't let you drive me cray-ay-ay-ay-zy. And I won't let you drive me crazy. Você não vai me por tão lo-o-o-ouca. Você não vai me por tão louca. . 'Cause you're driving me crazy. You must think I'm crazy. Você me põe tão louca. Você pensa que eu sou louca. And I won't let you drive me cray-ay-ay-ay-ay-zy. And I won't let you drive me crazy. Você não vai me por tão lo-o-o-ouca. Você não vai me por tão louca",Caráter,Negativo
