Padrão,Frase,Nome da Música,Nome do Artista,Gênero Musical,Letra da Música,Categoria,Sentimento
sujeitoadjetivo,criança bem educada,A Professora,Vitor e Vitória (infantil),infantil,"Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou na aula. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou.... Eu aprendi a ter higiene, 3 vezes ao dia escovar os dentes. Ser uma criança bem educada, prestar atenção na aula e fazer lição de casa. Unha da mão, unha do pé, corta e lava pra não dar chulé. Limpa a orelha, o nariz e o olho. Cuida do cabelo pra não dar piolho. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou na aula. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou.... Também to fera na matemática, se liga aí como é na prática. Uma dezena, dez unidades, meia dezena, cinco unidades. Uma dúzia, doze unidades, e meia dúzia? É claro que é a metade. Eu aprendi a somar, dividir, multiplicar e subtrair. Conte até cem, conte até mil. Sabe qual é a capital do Brasil? Brasília derrrr. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou na aula. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou.... Geografia, Hidrografia, a força da água que gera energia. Você sabia? Sabia é! A professora me explicou só outro dia. Eu descobri que é legal estudar. Qual o nome dos planetas do sistema solar. Marte, Mercúrio, Júpiter, Saturno, Vênus e Terra. Urano, Netuno e o Plutão. Muito bom... ta meio fora da ordem mas você estudou a lição (Fala cantada). Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou na aula. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou.... ABCDEFGHIJLMNOPQRSTUVXZ (viu como eu aprendi a ler? Muito bom! Um dia também vou aprender!). Você mandou bem no português. Agora eu quero ver como está o seu inglês. Branco-white, preto-black, marrom-brown, vermelho-red. Verdade-true, mentira-lie e céu azul-blue sky. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou na aula. Fala aquilo que você aprendeu. Não vale dizer que esqueceu. Que a professora te ensinou...",Caráter,Positivo
sujeitoadjetivo,criança livre,Colibri,Benito Di Paula,samba,"Vou voar ao vento. Como se eu fosse um beija-flor. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Brincar no jardim. Com se eu fosse um colibri. Cambalhotas mil, pra todo o mundo ver. Que em paz quero viver. Vou no arco-íris. Brincar de pic e de casinha. Pra mostrar ao mundo. Como é tão bom ser criancinha. Todas as crianças. Brincar de roda e pintar. Com as cores dos nossos sonhos. Pra paz na Terra reinar. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Vou voar ao vento. Como se eu fosse um beija-flor. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Brincar no jardim. Com se eu fosse um colibri. Cambalhotas mil, pra todo o mundo ver. Que em paz quero viver. Vou no arco-íris. Brincar de pic e de casinha. Pra mostrar ao mundo. Como é tão bom ser criancinha. Todas as crianças. Brincar de roda e pintar. Com as cores dos nossos sonhos. Pra paz na Terra reinar. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou. Vou plantar amor, pra nascer a flor. Sou criança livre como eu sou",Neutro,Positivo
sujeitoadjetivo,criança louca,Criança Louca,Candeia,samba,"Meu amor, não vá embora. Por favor, minh'alma chora. Já sinto a saudade. invadindo o meu peito. Tirando-me o direito. até de sobreviver. E o céu que se enfeitou. emoldurando o nosso amor. Estrelas cintilante não se cansam de brilhar. só pra te agradar. Vem, amor, amar. Eu também me enfeitei. Sonhei, me preparei. Pra te ofertar carinhos. e beijando a sua boca. Baixinho, te chamando de criança louca. Amanhã será tarde, pois no meu peito arde. tanto amor só pra você. Se sair do meu lado, é bom tomar cuidado,. podes me perder. Se sair do meu lado, é bom tomar cuidado,. podes me perder",Caráter,Negativo
sujeitoadjetivo,adolescente semi-neurótica,"Perry, A Adolescente",Phineas & Ferb,infantil,Ela é uma adolescente semi-neurótica. Ela é uma ruivinha com um cérebro de ornitorrinco. É melhor não incomodar desta vez. Pois ela está ouvindo seu mp3. E se ela está por perto os bandidos vão dizer. (Doofesmith: Agora essa música não vai mais sair da minha cabeça). Ela é a perry. Perry a adolescente,Emoção,Negativo
sujeitoadjetivo,criança travessa,O Parquinho,Mundo Bita,infantil,"Ei, olá, prazer em te conhecer!. Ei, olá, que bom! Quanta diversão!. Tanta alegria por aqui, tanta gente ainda pra chegar. Que lindo! É lindo!. Tanta amizade a repartir, tanto bem para compartilhar. Que lindo! É lindo!. Desce, sobe, a vida é assim. Gira-gira, o mundo a girar. No parquinho do meu coração. É tanto amor que eu tenho pra você. Parquinho de praça, de clube, de casa, sorvete, pipoca, jujuba. Criança travessa, não para, não cansa, descalça correndo na areia. Ei, olá, prazer em te conhecer!. Ei, olá, que bom! Quanta diversão!. Tanta alegria por aqui, tanta gente ainda pra chegar. Que lindo! É lindo!. Tanta amizade a repartir, tanto bem para compartilhar. Que lindo! É lindo!. Escorrega o escorregador. Balançando pra se divertir. No parquinho do meu coração. É tanto amor que eu tenho pra você. Ei, olá, prazer em te conhecer!. Ei, olá, que bom! Quanta diversão!. Ei, olá, prazer em te conhecer!. Ei, olá, que bom! Quanta diversão!",Caráter,Positivo
sujeitoadjetivo,mocinho querido,Ursinho Pimpão,Turma do Balão Mágico,infantil,"Vem meu ursinho querido. Meu companheirinho. Ursinho Pimpão. Vamos sonhar aventuras. Voar nas alturas. Da imaginação. Como na história em quadrinhos. Eu sou a Sininho. Você Peter Pan. Vamos fazer nossa festa. Brincar na floresta. Ursinho Tarzã. Enquanto o sono não vem. Eu sou Chapeuzinho. Você meu galã. Dança também (Pimpão). Pelo salão (Pimpão). É tão bonita, nossa canção. Manhã já vem (Pimpão). Dorme Pimpão (Pimpão). Urso folgado, não tem lição. Vem meu mocinho querido. Ator preferido. Da minha estação. Vou te sonhar colorido. Pegando bandido. Na televisão. Vamos deixar o cansaço. Dormir num abraço. Meu velho amigão. Não fique triste zangado. Se eu viro de lado. E te jogo no chão. Ah! Meu ursinho palhaço. Seu circo é um pedaço. Do meu coração. Dança também (Pimpão). Pelo salão (Pimpão). É tão bonita nossa canção. Manhã já vem (Pimpão). Dorme Pimpão (Pimpão). Urso folgado, não tem lição",Emoção,Positivo
sujeitoadjetivo,criança grande,Primeira E Única,Paquitas,infantil,"Ainda me lembro quando vi você. tão cheia de energia na TV. Seu jeito diferente me chamou atenção. mexeu comigo dentro do coração. Parecia uma criança grande. Princesa com jeito de Peter Pan. que me enchia de alegria todo dia a cada manhã. E assim fui crescendo e contigo aprendendo. cada dia uma nova lição. de que tudo pode ser possível. basta ter fé e paixão. Primeira e única (única). com orgulho estamos aqui. Primeira e única (única). os teus passos queremos seguir. Primeira e única (única). toda vez que ouvir essa canção. Primeira e única (única). guarde o nosso carinho em seu coração. Eu dançava e cantava tentando te imitar. Só queria fazer parte do ""Xou"", te acompanhar. Fiz fã clube, te segui. Até um beijo eu consegui. Mas alguma coisa me dizia. ""não desista, você vai chegar lá"". Até que um dia a grande chance apareceu:. um concurso de paquitas aconteceu. E eu treinava noite e dia. sem descanso, nem dormia. E no grande dia nem falava, só tremia. ""Você passou, agora é minha paquita"". - a própria Xuxa me falou. Primeira e única (única). com orgulho estamos aqui. Primeira e única (única). os teus passos queremos seguir. Primeira e única (única). toda vez que ouvir essa canção. Primeira e única (única). guarde o nosso carinho em seu coração",Aparência,Neutro
sujeitoadjetivo,mocinho querido,Ursinho Pimpão,Patati Patatá,infantil,"Vem meu ursinho querido. Meu companheirinho, Ursinho Pimpão. Vamos sonhar aventuras. Voar nas alturas Da imaginação. Como na história em quadrinhos. Eu sou a Sininho, Você Peter Pan. Vamos fazer nossa festa. Brincar na floresta, Ursinho Tarzã. Enquanto o sono não vem. Eu sou Chapeuzinho, Você meu galã. Dança também (Pimpão). Pelo salão (Pimpão). É tão bonita, nossa canção. Manhã já vem (Pimpão). Dorme Pimpão (Pimpão). Urso folgado, não tem lição. Vem meu mocinho querido. Ator preferido Da minha estação. Vou te sonhar colorido. Pegando bandido Na televisão. Vamos deixar o cansaço. Dormir num abraço, Meu velho amigão. Não fique triste zangado. Se eu viro de lado E te jogo no chão. Ah! Meu ursinho palhaço. Seu circo é um pedaço Do meu coração. Dança também (Pimpão). Pelo salão (Pimpão). É tão bonita nossa canção. Manhã já vem (Pimpão). Dorme Pimpão (Pimpão). Urso folgado, não tem lição",Emoção,Positivo
sujeitoauxadjetivo,criança é bom,Ser Criança É Bom,Turma da Mônica,infantil,"Ser criança é bom. Ser criança faz bem. Seja uma também (3 X). O sonho não acabou. Basta olhar uma e ver. Que a vida recomeçou. Nada é mais bonito. Do que ver uma criança feliz. Fazendo arte ou cantando. Ou limpando o nariz. A inocência da criança. É o que sempre se quis. Ser criança é bom, faz bem. Seja uma criança também. O sonho não acabou. Basta olhar uma e ver. Que a vida recomeçou. Ser criança é bom. Ser criança é bom. Ser criança faz bem. Seja uma também. O sonho não acabou. Ser criança é bom...",Caráter,Positivo
sujeitoadjetivo,criança feliz,Ser Criança É Bom,Turma da Mônica,infantil,"Ser criança é bom. Ser criança faz bem. Seja uma também (3 X). O sonho não acabou. Basta olhar uma e ver. Que a vida recomeçou. Nada é mais bonito. Do que ver uma criança feliz. Fazendo arte ou cantando. Ou limpando o nariz. A inocência da criança. É o que sempre se quis. Ser criança é bom, faz bem. Seja uma criança também. O sonho não acabou. Basta olhar uma e ver. Que a vida recomeçou. Ser criança é bom. Ser criança é bom. Ser criança faz bem. Seja uma também. O sonho não acabou. Ser criança é bom...",Emoção,Positivo
substantivo,criança é alegria,O Circo Patati Patatá,Patati Patatá,infantil,"As luzes se acendem, já vai começar. Um mundo de magia pra você sonhar. É muita fantasia, é pura diversão. O circo Patati Patatá. As luzes se acendem, já vai começar. Um mundo de magia pra você sonhar. Prepare seu sorriso, prepare a emoção. E abra o seu coração. Com Patati vamos sorrir. Com Patatá vamos brincar. Vem que a vida é feita pra curtir. Vem que a vida é feita pra sonhar. Com Patati vamos sorrir. Com Patatá vamos brincar. Liberte a criança, que existe em você. Criança é alegria de viver",Emoção,Positivo
substantivo,criança é um movimento,Movimento,Turma da Mônica,infantil,"Ser criança é um movimento. Sem ter tempo para parar (2 X). Nem ficar um só momento. Sem o corpo exercitar. Por que medo de altura?. Se cair tente outra vez. Rodopie essa cintura. Conte agora de um até três. Um... dois... três (um, dois, três) (4 X). Ser criança é um movimento.... Por que medo de altura?.... Um... dois... três (um, dois, três) (8 X)",Neutro,Neutro
sujeitoadjetivo,criança triste,Amigos Para Sempre,Patati Patatá,infantil,"Faz muitos anos que estamos com você. E é nosso plano continuar até você crescer. Se tem criança triste, nós vamos alegrar. Se alguém está doentinho, vai ter que sarar. A vida é muito linda por isso hoje vamos festejar. Faz muitos anos que estamos com você. E é nosso plano continuar até você crescer. Se um dia no futuro a gente se encontrar. Nós vamos dar risadas ao relembrar. Momentos divertidos que juntos nós vivemos pra valer. Vem cantar, vem sonhar. Nessa festa a tristeza não tem lugar. Vem cantar, vem sonhar. Abraçar os amigos, comemorar. Vem sonhar.. Faz muitos anos que estamos com você. E é nosso plano continuar até você crescer. Se tem criança triste, nós vamos alegrar. Se alguém está doentinho, vai ter que sarar. A vida é muito linda por isso hoje vamos festejar. Faz muitos anos que estamos com você. E é nosso plano continuar até você crescer. Se um dia no futuro a gente se encontrar. Nós vamos dar risadas ao relembrar. Momentos divertidos que juntos nós vivemos pra valer. Vem cantar, vem sonhar. Nessa festa tristeza não tem lugar. Vem cantar, vem sonhar. Abraçar os amigos, comemorar. Vem sonhar.. Vem cantar, vem sonhar. Nessa festa a tristeza não tem lugar. Vem cantar, vem sonhar. Abraçar os amigos, comemorar. Vem sonhar.",Emoção,Negativo
substantivo,criança é um nome,Recado À Criança,Trem da Alegria,infantil,"A todas as crianças do mundo. Quero render esta homenagem. É um sentimento profundo. De um homem que é criança. Criança que entra na dança. E canta e balança o coração dessa gente. Seu sorriso, sua pureza. Nos dá a certeza do mundo melhor. Criança é um nome infantil. Mas tem tanta grandeza. O futuro pertence a vocês. Respeitamos sua nobreza. Aproveite essa força criança. E lute pra isto mudar. E diga a toda esta gente. Que não há vida sem amor. E diga a toda essa gente. Que não há vida sem amor",Papel Social,Neutro
sujeitoadjetivo,criança oura,O Atleta do Século,Trem da Alegria,infantil,"Quando você entra no campo, todo o povo a vibrar. Era uma festa, uma emoção. Quando você pegava a bola no fazia sonhar. E a torcida delirando era só coração. Um dos momentos que a gente não consegue esquecer. Pra toda a vida você nos marcou. A gente se arrepia, que alegria. Você nos faz chorar ao gritar. GOOOOL. A gente se arrepia, que alegria. Você nos faz chorar ao gritar. GOOOOL. Você é o nosso rei e sabe tudo. Pra nós você sempre será o maior do mundo. É doce relembrar lindos momentos. Vocês me fazer ser criança oura vez. É sempre bom de ver, brincar contigo. Vocês me fazem ser criança outra vez. Lalalalala...",Papel Social,Neutro
sujeitoadjetivo,criança boazinha,Eu Quero Ver Televisão,Trem da Alegria,infantil,"Mamãe eu vou ficar bem comportado. Não vou dar nem uma alteração. Em troca quero doce, bolo e bala. E direito a ver televisão. Eu quero ver o Jaspion entrar em ação. Silvio Santos Porta da Esperança. Eu quero os Trapalhões e várias atrações. Eu quero ver o Clube da Criança. Mamãe deixa eu sonhar. Ligar televisão com meu herói quero voar. (4x). Mamãe o seu lugar tá reservado. Num cantinho do meu coração. Vou ser uma criança boazinha. Mas eu quero ver televisão. Eu quero ver a Xuxa todo dia cantar. Angélica me deixa tão contente. Agora que na cama já não faço pipi. Bem-vindo ao nosso mundo inocente. Mamãe deixa eu sonhar. Ligar televisão com meu herói quero voar",Caráter,Positivo
substantivo,criança pra sempre é um dom.,Can Can,Trem da Alegria,infantil,Essa música doce. Que vem como se fosse. De repente me leva a Paris. Pela mão da lembrança. Eu me sinto criança. E essa dança me faz tão feliz. Ser criança pra sempre é um dom. Ser criança é crer no amanhã. É virar pelo avesso. Do fim pro começo. Alegre refrão do Can Can. Começar a brincadeira. De qualquer maneira. Mesmo que não queira. Você vai dançar. É só fazer o que eu faço. No mesmo compasso. Vamos dar o braço. Pernas para o ar. Lalalalalalala.... (Repete tudo),Papel Social,Positivo
sujeitoauxadjetivo,criança é bom,Contando Carneirinhos,Trem da Alegria,infantil,"CONTANDO CARNEIRINHOS. Letra: Michael Sullivan / Paulo Massadas. Bênção pra mamãe. Bênção pro papai. Tá na hora de ir pro meu cantinho. O sono não vem. E de um a cem. Vou ficar contando carneirinhos. No meu coração tudo é ilusão. Tudo é motivo pra voar. Ser criança é bom. O amor é um dom. Que a gente tem que acreditar. Doce como o mel. Meu papai do céu. Quero um mundo pra gente brincar. Com seu violão, bamlamlam, blam blam. Senhor capitão é tão bom sonhar. Nã nã nã, nã nã nã. Nã nã nã, nã nã nã. Doce como o mel. Meu papai do céu. Quero um mundo pra gente brincar. Com seu violão, bamlamlam, blam blam. Senhor capitão é tão bom sonhar. By Rapha Toller",Caráter,Positivo
substantivo,criança é o retrato,A Criança,Turma do Barulho,infantil,"A criança é o retrato da inocência. É a pureza dos homens, é o sentido da vida. É o símbolo da paz, é a visão do futuro. É a esperança do mundo, é a terra mais fértil. É o começo de tudo, a flor mais querida. É o fruto perfeito, é o laço de amor. É a coisa mais linda. A criança é o olho de Deus, a menina dos olhos de Deus. De sua boca sai o perfeito louvor. Ela é o reino dos céus. A criança é o olho de Deus, a menina dos olhos de Deus. E não dá esconder, ela é o que se vê. Ela só quer poder brincar e ser feliz. A criança é o caminho da felicidade. É a própria alegria, é o centro de tudo. É a essência da verdade, é o espelho da vida. É o perfume da terra, é a cura da estéril. É o elo encontrado, é o jardim mais florido. É o premio dos pais, é a existência de Deus. É o melhor deste mundo",Papel Social,Neutro
substantivo,criança é o olho,A Criança,Turma do Barulho,infantil,"A criança é o retrato da inocência. É a pureza dos homens, é o sentido da vida. É o símbolo da paz, é a visão do futuro. É a esperança do mundo, é a terra mais fértil. É o começo de tudo, a flor mais querida. É o fruto perfeito, é o laço de amor. É a coisa mais linda. A criança é o olho de Deus, a menina dos olhos de Deus. De sua boca sai o perfeito louvor. Ela é o reino dos céus. A criança é o olho de Deus, a menina dos olhos de Deus. E não dá esconder, ela é o que se vê. Ela só quer poder brincar e ser feliz. A criança é o caminho da felicidade. É a própria alegria, é o centro de tudo. É a essência da verdade, é o espelho da vida. É o perfume da terra, é a cura da estéril. É o elo encontrado, é o jardim mais florido. É o premio dos pais, é a existência de Deus. É o melhor deste mundo",Neutro,Neutro
substantivo,criança é o caminho,A Criança,Turma do Barulho,infantil,"A criança é o retrato da inocência. É a pureza dos homens, é o sentido da vida. É o símbolo da paz, é a visão do futuro. É a esperança do mundo, é a terra mais fértil. É o começo de tudo, a flor mais querida. É o fruto perfeito, é o laço de amor. É a coisa mais linda. A criança é o olho de Deus, a menina dos olhos de Deus. De sua boca sai o perfeito louvor. Ela é o reino dos céus. A criança é o olho de Deus, a menina dos olhos de Deus. E não dá esconder, ela é o que se vê. Ela só quer poder brincar e ser feliz. A criança é o caminho da felicidade. É a própria alegria, é o centro de tudo. É a essência da verdade, é o espelho da vida. É o perfume da terra, é a cura da estéril. É o elo encontrado, é o jardim mais florido. É o premio dos pais, é a existência de Deus. É o melhor deste mundo",Papel Social,Positivo
sujeitoadjetivo,criança carente,Vou Pintar,Eliana,infantil,Vou pintar. Um coração do tamanho do mundo. Com meu lápis de mágica. Vou pintar. Um mundo bem diferente. Pra criança carente morar. Onde a criança só vai ter alegria. Amor e carinho. Como eu sempre quis. Pra quando alguém perguntar. O que vai ser quando crescer. Ela dizer que vai ser feliz!,Emoção,Negativo
substantivo,criança é amor,Vem Viver,Mara Maravilha,infantil,"Olha, meu coração diz. Que a vida está cheia. De alegria e sonhos e infantis. Oh! como é bom!. Viver sem preocupações. Só amar, sorrir e cantar. E viver a vida cheia de emoções. Vem, vem, vem, vem viver. Os meus sonhos infantis. Vem viver e saber o quanto eu sou feliz. Vem, vem, vem, vem viver (vem viver). Os meus sonhos infantis. Vem viver e saber o quanto eu sou feliz. Olha, meu coração diz. Que a vida está cheia. De alegria e sonhos e infantis. Oh! como é bom!. Viver sem preocupações. Só amar, sorrir e cantar. E viver a vida cheia de emoções. Olha, criança é amor. É paz do universo. Que Deus ao mundo enviou. Vem, vem, vem, vem viver. Os meus sonhos infantis. Vem viver e saber o quanto eu sou feliz. Vem, vem, vem, vem viver (vem viver). Os meus sonhos infantis. Vem viver e saber o quanto eu sou feliz",Emoção,Positivo
sujeitoauxadjetivo,criança quando canta ela é feliz,Pequeninos do Senhor,Mara Maravilha,infantil,"nossa história é tão linda desde o ventre da mamãe. e,de repente,o dom da vida e o pulsar do coração. chega ao mundo uma esperança. o doce nascer de uma criança. mas que lindo o seu sorriso,sua pureza!. ""vinde a mim os pequeninos"". já dizia o Senhor. Jesus Cristo lá da glória abençoa com amor. sendo branco,negro ou pobre. que todo mundo possa entender. criança é vida,é alegria,não merece sofrer. e a criança quando canta ela é feliz. amor e respeito é tudo que ela sempre quis. e a criança quando louva é muito mais feliz. palavras de ""nao!!!"" são espinhos. criança precisa de carinho. e é maravilhoso ver o sorriso. de um pequenino do Senhor!",Emoção,Positivo
sujeitoauxadjetivo,criança quando louva é muito mais feliz,Pequeninos do Senhor,Mara Maravilha,infantil,"nossa história é tão linda desde o ventre da mamãe. e,de repente,o dom da vida e o pulsar do coração. chega ao mundo uma esperança. o doce nascer de uma criança. mas que lindo o seu sorriso,sua pureza!. ""vinde a mim os pequeninos"". já dizia o Senhor. Jesus Cristo lá da glória abençoa com amor. sendo branco,negro ou pobre. que todo mundo possa entender. criança é vida,é alegria,não merece sofrer. e a criança quando canta ela é feliz. amor e respeito é tudo que ela sempre quis. e a criança quando louva é muito mais feliz. palavras de ""nao!!!"" são espinhos. criança precisa de carinho. e é maravilhoso ver o sorriso. de um pequenino do Senhor!",Emoção,Positivo
substantivo,criança é vida,Pequeninos do Senhor,Mara Maravilha,infantil,"nossa história é tão linda desde o ventre da mamãe. e,de repente,o dom da vida e o pulsar do coração. chega ao mundo uma esperança. o doce nascer de uma criança. mas que lindo o seu sorriso,sua pureza!. ""vinde a mim os pequeninos"". já dizia o Senhor. Jesus Cristo lá da glória abençoa com amor. sendo branco,negro ou pobre. que todo mundo possa entender. criança é vida,é alegria,não merece sofrer. e a criança quando canta ela é feliz. amor e respeito é tudo que ela sempre quis. e a criança quando louva é muito mais feliz. palavras de ""nao!!!"" são espinhos. criança precisa de carinho. e é maravilhoso ver o sorriso. de um pequenino do Senhor!",Neutro,Neutro
substantivo,"neném, sou neném, sou neném",Sou Neném,Kelly Key,infantil,"Sou neném, sou neném, sou neném. Sou neném. Não posso te beijar. Sou neném,. papai vai brigar. Eu sou inocente,. Nem sei o que que é isso. Olha pra minha face. Vê se eu quero compromisso. Não dá não, não posso não. Não dá não, não posso não. Sou neném não posso te beijar. Sou neném papai vai brigar. Eu sou inocente,. Nem sei o que que é isso. Olha pra minha face. Vê se eu quero compromisso. De sandalinha, mini-saia. Topizinho eu vou. Sou criança, sou criança, sou criança, mesmo. De sandalinha eu não tenho idéia pra te dar. Sou criança, sou criança. Mas tu quer pegar. Mas que pena que a gatinha. Não quer o gatinho. E o gatinho vai chorar. Mas bem feito pro gatinho. Cheio de maldade. Vai beber leitinho em outro lugar",Papel Social,Neutro
sujeitoadjetivo,bebê chorão,Corta Essa,Kelly Key,infantil,"Trim, Trim. _Oi!. _Demorou pra atender,hem, fala sério!. Pare e pense. E fique quieto. Você não é, assim tão certo. Pare e pense. Olhe pra trás, e essa cara de anjinho já é demais. Pare e pense. Você bem sabe, eu nada vou dizer, já se ligou. Pare e pense. Então se toca, agora diz pra mim quem foi que errou. Todo mundo sabe quem é você, fala mal de mim sem ter porquê. Se acabou é porque não era amor, foram tantas que você vacilou. Corta essa, tá ficando louco se fazendo de santo, santinho do pau oco. Corta essa, seu bebê chorão, você não deu valor quando tinha na mão(x2). Trim, trim. Bebé chorão ainda essa hora? Corta essa, tô fora.. Pare e pense. E fique quieto. Você não é, assim tão certo. Pare e pense. Olhe pra trás, e essa cara de anjinho já é demais. Pare e pense. Você bem sabe, eu nada vou dizer, já se ligou. Pare e pense. Então se toca, agora diz pra mim quem foi que errou. Todo mundo sabe quem é você, fala mal de mim sem ter porquê. Se acabou é porque não era amor, foram tantas que você vacilou. Corta essa, tá ficando louco se fazendo de santo, santinho do pau oco. Corta essa, seu bebé chorão, você não deu valor quando tinha na mão(x3). Bebê chorão ainda essa hora? Corta essa, tô fora.. ( telefone ocupado)",Emoção,Negativo
sujeitoadjetivo,criança amada,Direito da Criança,Mara Maravilha,infantil,"Criança tem direito a se alimentar. Criança tem direito a se educar. Saúde é preciso, precisa cuidar. E todas as crianças têm direito a um lar. Criança tem direito pra se respeitar. Não pode no papel esse direito ficar. E o mundo inteiro tem que entender. Que o direito da criança é pra valer. Futuro do mundo. Não pode sofrer nenhum tipo de agressão. Criança amada. Só tem carinho e amor no coração. refrão:. Já é a hora de mudar. Com os direitos da criança. Não é pra se brincar. Refrão...",Emoção,Neutro
sujeitoadjetivo,criança triste,Eu Choro,ExaltaSamba,pagode,"Eu choro. Com saudades de você. Nosso quarto está do jeito que você deixou..ou. Nossas fotos sobre a cama. No lençol sinto seu cheiro. Sua imagem na varanda. Só confunde meu desejo. Mas não perco a esperança. Pois quem ama quer voltar. Quando coração balança,não dá pra segurar. Refrão. Você chega assim,feito uma criança triste a chorar. Me pedindo colo louca pra ficar. Aqui,a sós,no nosso mundo e eu. De braços abertos sou seu redentor. De olhos fechados pra fazer amor. Aqui,a sós. E outra vez eu choro",Emoção,Negativo
sujeitoadjetivo,adolescente inconsequente,Acaba Tudo Bem,ExaltaSamba,pagode,"La laia laia laia laia........ É esse amor da gente que provoca tanta confusão. às vezes causa medo, que sufoco não é brinquedo não. Amor de adolescente inconsequente, que age sem pensar. E assim tão de repente, olha aí gente, que paixão. Me amarro nesse amor, e esse amor quando é assim. só alegria. Adoro teu calor quem dera fosse assim todo dia. Eu tô legal, até me acustumei com seu humor. Tô baixo astral, estou longe dessa onda de calor. Tá na moral, a gente vive nesse vai e vem. Mas no final, acaba tudo bem. La laia laia laia laia.......",Papel Social,Negativo
sujeitoadjetivo,criança feliz,A Paz,Fundo de Quintal,pagode,Quero a paz mas sei que a paz. Não é tão fácil de se ter oo ee. Tem alguns que tem demais. E outros nada pra comer oo ee. Tem gente rica que perde e que sofre. Tem gente pobre ganhando da vida o e o ee. Quem tem tudo reclama de tudo. E quem não tem se contenta com nada oo ee. Sou da paz mas quem tem paz. So pensa em dar sem receber oo ee oo ee. Estou tentando achar a paz eu grito paz cadê você. Será que a paz e a felicidade esta na gandaia dinheiro. e poder ô ê ô êê. Ou é missão trajetória traçada na essência divina de. pleno poder ô ê ô êê. A paz ilumina clareia o escuro que já se apagou. A paz tá na pele no samba no sangue do compositor. A paz é o sorriso sincero de toda criança feliz. A paz...,Emoção,Positivo
sujeitoauxadjetivo,pivete é doido,Pivete É Doido,Ghetto É Ghetto,pagode,"Jogue o cap, batidão, bermudão, sandália kenner. E quando o bicho pega ele troca e não treme. Dizem que ele é bolo doido, ferro doido, bicho solto. Muito doido ele é.... O quê?. Mais ele é !. O pivete é doido.... O pivete é doido, pivete é doido, pivete é doido. O pivete é doido, o pivete é doido. O pivete é doido, pivete é doido, pivete é doido. O pivete é doido, pivete é doido, pivete é doido. É que o pivete é doido.... O pivete é doido, o pivete é doido. O pivete é doido, pivete é doido, pivete é doido. Dizem que ele é bolo doido, ferro doido, bicho solto. Muito doido ele é.... O pivete é doido.... O pivete é doido, pivete é doido, pivete é doido. O pivete é doido, o pivete é doido. O pivete é doido, pivete é doido, pivete é doido. O pivete é doido, pivete é doido, pivete é doido",Caráter,Negativo
sujeitoauxadjetivo,neném tá fominha,Papinha,Arlindo Cruz,pagode,"Mãinha dá logo a papinha. Neném tá fominha. Querendo papá. Dá dá dá dá ô. Senão o neném vai chorar. Dá purê de batatinha. Canja de galinha. Pra me alimentar. Suco de laranja lima. E muita vitamina pra fortificar. Traz um litro de água gelada. Que a noite foi quente, nosso amor ferveu. E depois volta de novo pra rede. Que a nossa sede de amor não morreu. Vem vem. Vem cuidar do seu bem. Vem vem me chamar de neném. Vem vem. Teu nome é carinho. Teu peito é meu ninho pra me aconchegar. Vem vem. Vem cuidar do neném. Vem vem. Você é toda minha. Vem logo mãinha. Neném qué mamar",Papel Social,Negativo
sujeitoadjetivo,anjinho inocente,Presente de Aniversário (Com Eduardo Costa),Alexandre Pires,pagode,Tocou a campainha tava ali na minha frente. Parecia uma pintura um anjinho inocente. Disse: Bom dia deu um nó na minha mente. Hoje é seu aniversário e me mandaram de presente. Quando as horas você pode ser meu dono. Beijar o meu beijo e dormir no meu sono. Matar o seu desejos e realizar todas as suas vontades. Não me pergunte qual é meu nome. o meu endereço nem meu telefone. Esquença de tudo e me chame apenas de felicidade. Não teve jeito de mandar a vizinha ir embora. Agarrei a nega e pus a molecada pra fora,Caráter,Positivo
